year,title,authors,venue,pdf_url,pdf_file,size_bytes
2024,Dan Pei,,"CCGrid 2024 , Philadelphia, May 6-9, 2024 (THU B) 2023:",https://netman.aiops.org/wp-content/uploads/2024/03/AlertRCA_CCGRID2024_CameraReady.pdf,AlertRCA_CCGRID2024_CameraReady.pdf,693916
2023,智能运维的实践：现状与标准化,"包航宇, 殷康璘*, 曹立, 李世宁, 孙永敬, 尹汇锋, 汤汝鸣, 侯岳, 王士强, 裴丹, 杨晓勤, 王立新 软件学报,2023,34(9):2204-2230 (THU B)",,https://netman.aiops.org/wp-content/uploads/2023/03/2.-mt008.pdf,2.-mt008.pdf,2325914
2023,Unsupervised Anomaly Detection on Microservice Traces through Graph VAE,"Zhe Xie, Haowen Xu, Wenxiao Chen, Wanxue Li, Huai Jiang, Liangfei Su, Hanzhang Wang, Dan Pei* WWW 2023 , Austin, Texas, USA, April 30 &#8211; May 4, 2023 (CCF A)",,https://netman.aiops.org/wp-content/uploads/2023/02/TraceVAE.pdf,TraceVAE.pdf,3434510
2023,LWS: A Framework for Log-based Workload Simulation in Session-based SUT,"Yongqi Han, Qingfeng Du*, Jincheng Xu, Shengjie Zhao, Zhekang Chen, Li Cao, Kanglin Yin, Dan Pei Journal of Systems of Software, 2023 (CCF B，TH-CPL B)",,https://netman.aiops.org/wp-content/uploads/2024/07/1-s2.0-S0164121223001309-main.pdf,1-s2.0-S0164121223001309-main.pdf,1508960
2023,Generic and Robust Root Cause Localization for Multi-Dimensional Data in Online Service Systems,"Zeyan Li, Junjie Chen, Yihao Chen, Chengyang Luo, Yiwei Zhao, Yongqian Sun, Kaixin Sui, Xiping Wang, Dapeng Liu, Xing Jin, Qi Wang, Dan Pei Journal of Systems and Software , Volume 203Issue CSep 2023, May 4, 2023 (CCF B类，TH-CPL B类)",,https://netman.aiops.org/wp-content/uploads/2023/05/psqueeze-jss.pdf,psqueeze-jss.pdf,763915
2023,From Point-wise to Group-wise: A Fast and Accurate Microservice Trace Anomaly Detection Approach,"Zhe Xie, Changhua Pei*, Wanxue Li, Huai Jiang, Liangfei Su, Jianhui Li, Gaogang Xie, and Dan Pei ESEC/FSE 2023 industry track","San Francisco, CA, USA, Dec",https://netman.aiops.org/wp-content/uploads/2023/11/GTrace_FSE_Industry2023_upload.pdf,GTrace_FSE_Industry2023_upload.pdf,1801332
2023,Dan Pei,,The 34th IEEE International Symposium on Software Reliability Engineering (ISSRE 2023),https://nkcs.iops.ai/wp-content/uploads/2023/10/TraceSieve_ISSRE23.pdf,TraceSieve_ISSRE23.pdf,1696640
2023,Dan Pei,,The 34th IEEE International Symposium on Software Reliability Engineering (ISSRE 2023),https://nkcs.iops.ai/wp-content/uploads/2023/10/Empirical_Analysis.pdf,Empirical_Analysis.pdf,449860
2023,Dan Pei,", Xiao Yang, Li Yu","IEEE Transactions on Services Computing, 2023 (CCF A, accepted, to appear)",https://nkcs.iops.ai/wp-content/uploads/2023/10/LogKG.pdf,LogKG.pdf,6354421
2023,Dan Pei,,"IEEE Transactions on Services Computing, 2023 (CCF A, accepted, to appear)",https://nkcs.iops.ai/wp-content/uploads/2023/12/TSC23-DiagFusion.pdf,TSC23-DiagFusion.pdf,11071949
2023,Dan Pei,", Qingwei Lin, Dongmei Zhang","THE 29TH ACM SIGKDD Conference on Knowledge Discovery and Data Mining, Long Beach, CA, USA, August 2023 (CCF A, accepted, to appear)",https://netman.aiops.org/wp-content/uploads/2024/11/3580305.3599902.pdf,3580305.3599902.pdf,1680259
2023,Dan Pei,", Tianchi Ma, Yu Chen","IEEE Transactions on Computers, 2023 (CCF A, accepted, to appear)",https://nkcs.iops.ai/wp-content/uploads/2023/10/OutSpot.pdf,OutSpot.pdf,4309799
2023,Dan Pei,,"IEEE Transactions on Network and Service Management ( IEEE TNSM ), January 2023 (SCI Indexed, IF: 4.758)",https://netman.aiops.org/wp-content/uploads/2023/07/LogSummary_Unstructured_Log_Summarization_for_Software_Systems.pdf,LogSummary_Unstructured_Log_Summarization_for_Software_Systems.pdf,2335946
2023,CMDiagnostor: An Ambiguity-Aware Root Cause Localization Approach Based on Call Metric Data,"Qingyang Yu, Changhua Pei*, Bowen Hao, Mingjie Li, Zeyan Li, Shenglin Zhang, Xianglin Lu, Rui Wang, Jiaqi Li, Zhenyu Wu, Dan Pei WWW 2023 , Austin, Texas, USA, April 30 &#8211; May 4, 2023 (CCF A)",,https://netman.aiops.org/wp-content/uploads/2023/02/CMDiagnostor.pdf,CMDiagnostor.pdf,1076334
2023,Beyond Sharing: Conflict-Aware Multivariate Time Series Anomaly Detection,"Haotian Si, Changhua Pei, Zhihan Li, Yadong Zhao, Jingjing Li, Haiming Zhang, Zulong Diao, Jianhui Li, Gaogang Xie, Dan Pei ESEC/FSE 2023 industry track","San Francisco, CA, USA, Dec",https://netman.aiops.org/wp-content/uploads/2023/11/Beyond_Sharing_Conflict-Aware_Multivariate_Time_Se.pdf,Beyond_Sharing_Conflict-Aware_Multivariate_Time_Se.pdf,3980102
2023,Best Paper Award,),,https://netman.aiops.org/wp-content/uploads/2024/02/Final_AutoKAD_ISSRE23_Camera-Ready-v2.3.pdf,Final_AutoKAD_ISSRE23_Camera-Ready-v2.3.pdf,1478626
2023,A Study on Response Time Anomaly Diagnosis for Search Service,"Sibo Xia, Minghua Ma, Pengxiang Jin, Liyue Cui, Shenglin Zhang*, Wa Jin, Yongqian Sun, Dan Pei","Journal of Computer Research and Development, 2023 (CCF T1, in Chinese, accepted) 2022:",https://netman.aiops.org/wp-content/uploads/2024/11/Response-Time-Anomaly-Diagnosis-for-Search-Service.pdf,Response-Time-Anomaly-Diagnosis-for-Search-Service.pdf,1868646
2022,Situation-Aware Multivariate Time Series Anomaly Detection through Active Learning and Contrast VAE-based Models in Large Distributed Systems,"Zhihan Li, Youjian Zhao, Yitong Geng, Zhanxiang Zhao, Hanzhang Wang, Wenxiao Chen, Huai Jiang, Amber Vaidya, Liangfei Su, Dan Pei*","JSAC 2022 , Series on Machine Learning for Communications and Networks (CCF A)",https://netman.aiops.org/wp-content/uploads/2026/05/李之涵2022.pdf,李之涵2022.pdf,3326332
2022,Robust System Instance Clustering for Large-Scale Web Services.,"Shenglin Zhang, Dongwen Li, Zhenyu Zhong, Jun Zhu, Minghan Liang, Jiexi Luo, Yongqian Sun*, Ya Su, Sibo Xia, Zhongyou Hu, Yuzhi Zhang, Dan Pei, Jiyan Sun and Yinlong Liu","The Web Conference ( WWW 2022 ), Virtual Conference, April 25-29, 2022 (CCF A)",https://netman.aiops.org/wp-content/uploads/2026/05/WWW22-OmniCluster张圣林.pdf,WWW22-OmniCluster张圣林.pdf,6565123
2022,Robust Anomaly Clue Localization of Multi-dimensional Derived Measure for Online Video Services,"Yongqian Sun, Daguo Cheng, Pengxiang Jin, Quan Ding, Shenglin Zhang*, Xu Chen, Yuzhi Zhang, Minghan Liang, Dan Pei, Jianyan Zheng, Sen Luo, Xinyu Tang",IEEE Transactions on Services Computing,https://netman.aiops.org/wp-content/uploads/2026/05/Robust_Anomaly_Clue_孙永谦2022.pdf,Robust_Anomaly_Clue_孙永谦2022.pdf,1212774
2022,Online Malicious Domain Name Detection with Partial Labels for Large-Scale Dependable Systems,"Yongqian Sun, Kunlin Jian, Liyue Cui, Guifei Jiang, Shenglin Zhang, Yuzhi Zhang, Dan Pei","The Journal of Systems &amp; Software, 190: 1-12, 2022 (JSS 2022) (CCF B)",https://netman.aiops.org/wp-content/uploads/2026/05/2022孙永谦.pdf,2022孙永谦.pdf,1670941
2022,Mining Fluctuation Propagation Graph among Time Series with Active Learning,"Mingjie Li, Minghua Ma, Xiaohui Nie, Kanglin Yin, Li Cao, Xidao Wen*, Zhiyun Yuan, Duogang Wu, Guoying Li, Wei Liu, Xin Yang, Dan Pei DEXA 2022 , Vienna, Austria, Aug 22-24, 2022 (CCF C)",,https://netman.aiops.org/wp-content/uploads/2022/08/DEXA22-FPG-Miner.pdf,DEXA22-FPG-Miner.pdf,493049
2022,Identifying Erroneous Software Changes through Self-Supervised Contrastive Learning on Time Series Data,"Xuanrun Wang, Kanglin Yin, Qianyu Ouyang, Xidao Wen, Shenglin Zhang, Wenchi Zhang, Li Cao, Jiuxue Han, Xing Jin, Dan Pei ISSRE 2022 , Charlotte, North Carolina, USA, October 31 &#8211; November 3, 2022 (CCF B)",,https://netman.aiops.org/wp-content/uploads/2022/11/kontrast-paper.pdf,kontrast-paper.pdf,759655
2022,Generic and Robust Performance Diagnosis via Causal Inference for OLTP Database systems,"Xianglin Lu, Zhe Xie, Zeyan Li, Mingjie Li, Xiaohui Nie, Nengwen Zhao, Qingyang Yu, Shenglin Zhang, Kaixin Sui, Lin Zhu* and Dan Pei","CCGrid 2022 , 16-19 May 2022, Italy",https://netman.aiops.org/wp-content/uploads/2026/05/卢香琳2022.pdf,卢香琳2022.pdf,666885
2022,Efficient KPI Anomaly Detection Through Transfer Learning for Large-Scale Web Services,"Shenglin Zhang, Zhenyu Zhong, Dongwen Li, Qiliang Fan, Yongqian Sun, Man Zhu, Yuzhi Zhang, Dan Pei, Jiyan Sun, Yinlong Liu, Hui Yang, Yongqiang Zou",IEEE Journal on Selected Areas in Communications (JSAC 2022) (CCF A),https://netman.aiops.org/wp-content/uploads/2026/05/2022张圣林.pdf,2022张圣林.pdf,4015284
2022,Effective Attribute Selection for Multi-dimensional Root Cause Analysis,"Yiran Cheng, Bo Cheng, Pengxiang Jin, Yongqian Sun*, Xiaohui Nie, Nengwen Zhao, Shenglin Zhang, Dan Pei ISSRE 2022 , Charlotte, North Carolina, USA, October 31 &#8211; November 3, 2022 (CCF B)",,https://netman.aiops.org/wp-content/uploads/2022/11/RC-LIR.pdf,RC-LIR.pdf,899891
2022,Causal Inference-Based Root Cause Analysis for Online Service Systems with Intervention Recognition,"Mingjie Li, Zeyan Li, Kanglin Yin, Xiaohui Nie, Wenchi Zhang, Kaixin Sui, Dan Pei* KDD 2022 , Washington, DC, USA, Aug 14-18, 2022 (CCF A)",,https://netman.aiops.org/wp-content/uploads/2022/08/KDD22-CIRCA.pdf,KDD22-CIRCA.pdf,805945
2022,Actionable and Interpretable Fault Localization for Recurring Failures in Online Service Systems,"Zeyan Li, Nengwen Zhao, Mingjie Li, Xianglin Lu, Lixin Wang, Dongdong Chang, Xiaohui Nie, Li Cao, Wenzhi Zhang, Kaixin Sui, Yanhua Wang, Xu Du, Guoqiang Duan, Dan Pei* ESEC/FSE 2022 , Nov 14-18, 2022, Singapore (CCF-A)",,https://netman.aiops.org/wp-content/uploads/2022/11/DejaVu-paper.pdf,DejaVu-paper.pdf,934591
2021,Robust KPI Anomaly Detection for Large-Scale Software Services with Partial Labels,"Shenglin Zhang, Chenyu Zhao, Yicheng Sui, Ya Su, Yongqian Sun, Yuzhi Zhang, Dan Pei, Yizhe Wang ISSRE 2021 , Wuhan, China, Oct 25, 2021",,https://netman.aiops.org/wp-content/uploads/2021/12/paper-ISSRE21-PUAD.pdf,paper-ISSRE21-PUAD.pdf,1445654
2021,Practical Root Cause Localization for Microservice Systems via Trace Analysis,"Zeyan Li, Junjie Chen, Rui Jiao, Nengwen Zhao, Zhijun Wang, Shuwei Zhang, Yanjun Wu, Long Jiang, Leiqin Yan, Zikai Wang, Zhekang Chen, Wenchi Zhang, Xiaohui Nie, Kaixin Sui, Dan Pei IWQoS 2021 , June 25-28, 2021, virtual conference",,/wp-content/uploads/2021/05/1570705191.pdf,1570705191.pdf,395604
2021,Multivariate Time Series Anomaly Detection and Interpretation using Hierarchical Inter-Metric and Temporal Embedding,"Zhihan Li, Youjian Zhao, Jiaqi Han, Ya Su, Rui Jiao, Xidao Wen, Dan Pei KDD 2021 , August 14-18, 2021, virtual conference",,https://netman.aiops.org/wp-content/uploads/2021/08/KDD21_InterFusion_Li.pdf,KDD21_InterFusion_Li.pdf,1811583
2021,LogClass: Anomalous Log Identification and Classification with Partial Labels,"Weibin Meng, Ying Liu, Shenglin Zhang, Federico Zaiter, Yuzhe Zhang, Yuheng Huang, Zhaoyang Yu, Yuzhi Zhang, Lei Song, Ming Zhang and Dan Pei IEEE TNSM (IEEE Transactions on Network and Service Management) 2021 2020:",,https://netman.aiops.org/wp-content/uploads/2021/11/孟伟斌LogClass_Anomalous_Log_Identification_and_Classification_With_Partial_Labels.pdf,孟伟斌LogClass_Anomalous_Log_Identification_and_Classification_With_Partial_Labels.pdf,2187246
2021,Jump-Starting Multivariate Time Series Anomaly Detection for Online Service Systems,"Minghua Ma, Shenglin Zhang, Junjie Chen, Jim Xu, Haozhe Li, Yongliang Lin, Xiaohui Nie, Bo Zhou, Yong Wang, Dan Pei ATC 2021 , virtual event, July 14, 2021",,https://netman.aiops.org/wp-content/uploads/2021/07/马明华atc21_JumpStarter.pdf,马明华atc21_JumpStarter.pdf,11747009
2021,Identifying Root-Cause Metrics for Incident Diagnosis in Online Service Systems,"Canhua Wu, Nengwen Zhao, Lixin Wang, Xiaoqin Yang, Shining Li, Ming Zhang, Xing Jin, Xidao Wen, Xiaohui Nie, Wenchi Zhang, Kaixin Sui, Dan Pei ISSRE 2021 , Wuhan, China, Oct 25, 2021",,https://netman.aiops.org/wp-content/uploads/2021/10/wch_ISSRE-1.pdf,wch_ISSRE-1.pdf,2598530
2021,Identifying Bad Software Changes via Multimodal Anomaly Detection for Online Service Systems,"Nengwen Zhao, Junjie Chen, Zhaoyang Yu, Honglin Wang, Jiesong Li, Bin Qiu, Hongyu Xu, Wenchi Zhang, Kaixin Sui, Dan Pei ESEC/FSE 2021 , Athens, Greece, Aug 23, 2021",,https://netman.aiops.org/wp-content/uploads/2021/09/SCWarn.pdf,SCWarn.pdf,3087218
2021,Detecting Outlier Machine Instances through Gaussian Mixture Variational Autoencoder with One Dimensional CNN,"Ya Su, Youjian Zhao, Ming Sun, Shenglin Zhang, Xidao Wen, Yongsu Zhang, Xian Liu, Xiaozhou Liu, Junliang Tang, Wenfei Wu, Dan Pei IEEE TC (IEEE Transactions on Computers)，2021-03-10 (A journal paper, no slides)",,https://netman.aiops.org/wp-content/uploads/2026/05/苏亚2021.pdf,苏亚2021.pdf,4139932
2021,CTF: Anomaly Detection in High-Dimensional Time Series with Coarse-to-Fine Model Transfer,"Ming Sun, Ya Su, Shenglin Zhang, Yuanpu Cao, Yuqing Liu, Dan Pei, Wenfei Wu, Yongsu Zhang, Xiaozhou Liu, Junliang Tang INFOCOM2021 , May 10 &#8211; 13, 2021, virtual conference",,https://netman.aiops.org/wp-content/uploads/2021/02/paper-INFOCOM21-cfp.pdf,paper-INFOCOM21-cfp.pdf,1040470
2021,An Empirical Investigation of Practical Log Anomaly Detection for Online Service Systems,"Nengwen Zhao, Honglin Wang, Zeyan Li, Xiao Peng, Gang Wang, Zhu Pan, Yong Wu, Zhen Feng, Xidao Wen ,Wenchi Zhang,Kaixin Sui ,Dan Pei ESEC/FSE 2021 (industry track), Athens, Greece, Aug 23, 2021",,https://netman.aiops.org/wp-content/uploads/2021/09/logstudy.pdf,logstudy.pdf,6633958
2020,VAEPP: Variational Autoencoder with a Pull-back Prior,"Wenxiao Chen, Wenda Liu, Zhenting Cai, Haowen Xu, Dan Pei ICONIP2020 , November 18 &#8211; 22, 2020, Online",,https://netman.aiops.org/wp-content/uploads/2020/09/share_file.pdf,share_file.pdf,466780
2020,Unsupervised Detection of Microservice Trace Anomalies through Service-Level Deep Bayesian Networks,"Ping Liu, Haowen Xu, Qianyu Ouyang, Rui Jiao, Zhekang Chen, Shenglin Zhang, Jiahai Yang, Linlin Mo, Jice Zeng, Wenman Xue, Dan Pei ISSRE2020 , Oct 12 &#8211; 15, 2020, Coimbra, Portugal",,https://netman.aiops.org/wp-content/uploads/2020/09/刘平issre.pdf,刘平issre.pdf,2485145
2020,Unsupervised Clustering through Gaussian Mixture Variational AutoEncoder with Non-Reparameterized Variational Inference and Std Annealing,"Zhihan Li, Youjian Zhao, Haowen Xu, Wenxiao Chen, Shangqing Xu, Yilin Li, Dan Pei IJCNN (WCCI) 2020 , Virtual Conference, Jul 19-24, 2020",,https://netman.aiops.org/wp-content/uploads/2020/08/PID6423661.pdf,PID6423661.pdf,2649108
2020,Understanding and Handling Alert Storm for Online Service Systems,"Nengwen Zhao, Junjie Chen, Xiao Peng, Honglin Wang, Xinya Wu, Yuanzong Zhan, Zikai Chen , Xiangzhong Zheng, Xiaohui Nie, Gang Wang, Yong Wu, Fang Zhou, Wenchi Zhang, Kaixin Sui, Dan Pei ICSE SEIP 2020 , Virtual Conference, Jul 6-11 2020",,https://netman.aiops.org/wp-content/uploads/2020/07/AlertSummary_CR.pdf,AlertSummary_CR.pdf,937291
2020,Shallow VAEs with RealNVP Prior Can Perform as Well as Deep Hierarchical VAEs,"Haowen Xu, Wenxiao Chen, Jinlni Lai, Zhihan Li, Youjian Zhao, Dan Pei ICONIP 2020 , November 18 &#8211; 22, 2020, Online",,https://netman.aiops.org/wp-content/uploads/2020/09/许昊文.pdf,许昊文.pdf,630969
2020,Real-time Incident Prediction for Online Service Systems,"Nengwen Zhao, Junjie Chen, Zhou Wang , Xiao Peng , Gang Wang, Yong Wu, Fang Zhou, Zhen Feng, Xiaohui Nie, Wenchi Zhang, Kaixin Sui, Dan Pei ESEC/FSE 2020 ,Sacramento, California, United States, November 8, 2020",,https://netman.aiops.org/wp-content/uploads/2020/09/赵能文ESEC-2020.pdf,赵能文ESEC-2020.pdf,1940755
2020,Practical and White-Box Anomaly Detection through Unsupervised and Active Learning,"Yao Wang, Zhaowei Wang, Zejun Xie, Nengwen Zhao, Junjie Chen, Wenchi Zhang, Kaixin Sui, Dan Pei ICCCN 2020 , Honolulu, Hawaii, USA, August 3 &#8211; August 6, 2020",,https://netman.aiops.org/wp-content/uploads/2020/08/ICCCN2020-YaoWang.pdf,ICCCN2020-YaoWang.pdf,519455
2020,LogTransfer: Cross-System Log Anomaly Detection for Software Systems with Transfer Learning,"Rui Chen, Shenglin Zhang, Dongwen Li, Yuzhe Zhang, Fangrui Guo, Weibin Meng, Dan Pei, Yuzhi Zhang, Xu Chen, Yuqing Liu ISSRE2020 , Oct 12 &#8211; 15, 2020, Coimbra, Portugal",,https://netman.aiops.org/wp-content/uploads/2020/08/paper-ISSRE20-LogTransfer.pdf,paper-ISSRE20-LogTransfer.pdf,745582
2020,LogParse: Making Log Parsing Adaptive through Word Classification,"Weibin Meng, Ying Liu, Federico Zaiter, Shenglin Zhang, Yihao Chen, Yuzhe Zhang, Yichen Zhu, En Wang, Ruizhi Zhang, Shimin Tao, Dian Yang, Rong Zhou, Dan Pei ICCCN 2020 , Honolulu, Hawaii, USA, Auguest 3 &#8211; August 6, 2020",,https://netman.aiops.org/wp-content/uploads/2020/05/LogParse-ICCCN20.pdf,LogParse-ICCCN20.pdf,673532
2020,Localizing Failure Root Causes in a Microservice through Causality Inference,"Yuan Meng , Shenglin Zhang, Yongqian Sun, Ruru Zhang , Zhilong Hu, Yiyin Zhang, Chenyang Jia, Zhaogang Wang, Dan Pei IWQOS2020 , Virtual Conference, 15-17 June 2020",,https://netman.aiops.org/wp-content/uploads/2020/06/孟媛.pdf,孟媛.pdf,617183
2020,FluxInfer: Automatic Diagnosis of Performance Anomaly for Online Database System,"Ping Liu, Shenglin Zhang, Yongqian Sun, Yuan Meng, Jiahai Yang, Dan Pei IPCCC2020 , November 6 &#8211; 8, 2020, virtual conference",,https://netman.aiops.org/wp-content/uploads/2020/10/FluxInfer.pdf,FluxInfer.pdf,460619
2020,Efficient and Robust Syslog Parsing for Network Devices in Datacenter Networks,"Shenglin Zhang ; Ying Liu ; Weibin Meng ; Jiahao Bu ; Sen Yang ; Yongqian Sun ; Dan Pei ; Jun Xu ; Yuzhi Zhang ; Lei Song ; Ming Zhang IEEE Access (A journal paper, no slides)",,https://netman.aiops.org/wp-content/uploads/2020/08/paper-IEEE-Access-Craftsman.pdf,paper-IEEE-Access-Craftsman.pdf,2661878
2020,Diagnosing Root Causes of Intermittent Slow Queries in Cloud Databases,"Minghua Ma, Zheng Yin, Shenglin Zhang, Sheng Wang, Christopher Zheng, Xinhao Jiang, Hanwen Hu, Cheng Luo, Yilin Li, Nengjun Qiu, Feifei Li, Changcheng Chen, Dan Pei VLDB 2020 , Tokyo, Japan, August 31, 2020",,https://netman.aiops.org/wp-content/uploads/2020/07/vldb20_slowsql.pdf,vldb20_slowsql.pdf,1338958
2020,Batch Job Run Time Prediction for Auto-Scaling in the Cloud,"Minghua Ma, Christopher Zheng, Junjie Chen, Yilin Li, Dan Pei CIEMCS 2020 , New York, NY, USA, February 7, 2020","(, no slides) 2019:",https://netman.aiops.org/wp-content/uploads/2020/08/aaai20_Poster.pdf,aaai20_Poster.pdf,178247
2020,Automatically and Adaptively Identifying Severe Alerts for Online Service Systems,"Nengwen Zhao, Panshi Jin, Lixin Wang, Xiaoqin Yang, Rong Liu, Wenchi Zhang, Kaixin Sui, Dan Pei INFOCOM 2020 , Virtual Conference, Jul 6-9, 2020 ZeroWall : Detecting Zero-Day Web Attacks through Encoder-Decoder Recurrent Neural Networks Ruming Tang, Zheng Yang, Zeyan Li, Weibin Meng, Haixin Wang, Qi Li, Yongqian Sun, Dan Pei, Tao Wei, Yanfei Xu, Yan Liu INFOCOM 2020 , Cyberspace, Jul 6-9, 2020",,https://netman.aiops.org/wp-content/uploads/2020/07/alertrank_camera-ready.pdf,alertrank_camera-ready.pdf,643440
2020,A Semantic-aware Representation Framework forOnline Log Analysis,"Weibin Meng, Ying Liu, Yuheng Huang, Shenglin Zhang, Federico Zaiter, Bingjin Chen, Dan Pei ICCCN 2020 , Honolulu, Hawaii, USA, Auguest 3 &#8211; August 6, 2020",,/wp-content/uploads/2020/05/Log2Vec-icccn20.pdf,Log2Vec-icccn20.pdf,539404
2020,A Practical Machine Learning-Based Framework to Detect DNS Covert Communication in Enterprises,"Ruming Tang, Cheng Huang, Yanti Zhou, Haoxian Wu, Xianglin Lu, Yongqian Sun, Qi Li, Jinjin Li, Weiyao Huang, Siyuan Sun, Dan Pei SecureComm 2020 , Cyberspace , October 21-23, 2020",,https://netman.aiops.org/wp-content/uploads/2020/09/汤汝鸣securecomm.pdf,汤汝鸣securecomm.pdf,819846
2019,基于聚类的多维数据热点发现算法,"邹磊，朱晶，聂晓辉，苏亚 ，裴丹，孙宇 小型微型计算机系统，465-471 页，第40卷，第3期， 2019年3月 (A journal paper, no slides) 2018:",,https://netman.aiops.org/wp-content/uploads/2019/01/基于聚类的多维数据热点发现算法.pdf,基于聚类的多维数据热点发现算法.pdf,1110211
